Property_ID,MLS_Number,Listing_Date,Sale_Date,Street_Address,City,State,Zip_Code,Country,Latitude,Longitude,Property_Type,Bedrooms,Bathrooms,Lot_Size_SqFt,Living_Area_Reported,Year_Built,Year_Renovated,Garage_Spaces,Has_Pool,Has_Garden,Heating_Type,Cooling_Type,School_Rating,Crime_Rate_Index,Neighborhood_Quality_Score,Distance_To_City_Center_Reported,HOA_Fee_Monthly,Property_Tax_Annual,Days_On_Market,List_Price,Sale_Price,Price_Per_SqFt,Is_Foreclosure,Currency,Agent_Name,Agent_Phone,Agent_Email,Listing_Description,Buyer_Feedback
PROP-103596,MLS-103596,28/10/2025,01/25/2026,670 Wendy Via,Chicago ,Illinois,86974, USA,41.284657,-72.368175,HOUSE,2,2.0,7241.8,1665.6 sqft,1952.0,1959.0,0.0, No,N,Gas,,5.7,39.37,58.8,0.53 mi,28.30,"$3,017.20",26,"$235,450.02",240004.28,144.09,False,USD,  Ashley Smith,(973) 920-8289,ashley.smith91@yahoo.com,"Luxury  House boasting modern finishes, 2 bedrooms, and a three-car garage.","Great location, close to schools and shops."
PROP-108661,MLS-108661,09/15/2023,2026-02-14,74407 Simon Curve,ORLANDO,fl ,87548,USA,30.304686,-83.28718,HOUSE,2,2.3,5274.0,1725.6 sqft,1946.0,,,1,Yes,Electric,Ductless,8.0,25.32,73.6,2.26 km,28.41,"$3,974.04",37,"320,607.82",301619.79,174.79,False,USD,Christopher Johnson	,573.590.abcd,christopher.johnson99@yahoo.com,"Fixer-upper House priced to sell, needs TLC but great bones.",
PROP-100866,MLS-100866,11/05/2026,2026-06-06,1707 Marc Orchard Suite 474,Boston	,Massachusetts,17848, USA,,-97.01001,HOUSE,3,2.1,9340.0,2138.3 sqft,1988.0,,1.0,true,N,,,8.3,21.01,69.3,30.65 mi,12.59,6619.53,6,"$480,941.76",471681.34,220.59,False,USD,Jerome Gonzalez,463.989.abcd,jerome.gonzalez31@yahoo.com,Charming 3-bed Hse in the heart of Boston. Recently updated kitchen and spacious backyard.,
PROP-100079,MLS-100079,2024-11-29,-,1199 Ford Plaza Apt. 793,Phoneix,az,69233, USA,,-68.79614,HOUSE,2,1.0,8641.0,2652.3 sqft,1957.0,,2.0, No,Y,Coal,,5.5,1.94,77.7,12.82 km,20.58,"$7,489.28",36,"$619,488.66",618973.61,233.37,NO,USD,Heather Jones,984.257.abcd,heather.jones35@realty.com,,
PROP-100533,MLS-100533,17/11/2024,2026-05-09,18209 Johnson Flat,SACRAMENTO,cà,22977,USA,25.089882,,HOUSE,2,1.0,3319.1,72.5 sqm,1961.0,1966.0,1.0,NO,No,,Window Unit,7.3,29.56,68.4,6.08 km,$13.47,"$1,419.46",22,"148,720.33",149413.72,191.46,false,USD,Brian Hudson,(270) 974-4217,brian.hudson45@yahoo.com,"Fixer-upper House priced to sell, needs TLC but great bones.",Neighborhood is quiet and safe for kids.
PROP-104466,MLS-104466,01-Jan-2025,20.02.2026,821 Meghan Viaduct, Austin,Texas,46476,United States,44.872433,-94.606392,TOWNHOUSE,6,5.3,7103.9,2437.7 sqft,1967.0,,2.0,false,N,Coal,,2.9,28.28,49.4,33.28 km,$257.34,"$5,364.32",9,"$340,701.48",325145.38,133.38,false,USD,Matthew Howell,543-318-6100,matthew.howell_at_realty.com,,
PROP-105597,MLS-105597,"October 01, 2023",,239 Holmes Port Apt. 666 ,ATLANTA,Georgia,65069,Usa,34.216656,-104.377987,HOUSE,5,3.0,7191.6,1732.1 sqft,1957.0,,1.0,False,0,Gas,,7.3,0.77,78.7,3.81 mi,$35.00,"$6,518.90",3,"$298,524.99",,,0,USD,Mr. Matthew Johnson,(915) 834-6617,mr..matthew.johnson53@realty.com,"Spacious HOUSE featuring 5 bedrooms and 3.0 bathrooms, close to downtown ATLANTA.",
PROP-108356,MLS-108356,"January 29, 2026",17/05/2026,0339 Douglas Estate Suite 485,Denver,CO,93770,U.S.A,33.812735,-76.157379,HOUSE,1,1.0,8363.2,2018.6 sqft,1991.0,,2.0,false,0,Solar,,7.2,1.58,82.7,2.28 km,8.91,"$9,156.20",16,495875.53,483344.58,239.45,No,USD,Erik Miller,CALL-ME-5909,erik.miller93@gmail.com,"Fixer-upper House priced to sell, needs TLC but great bones.",Agent was very responsive and helpful throughout.
PROP-104014,MLS-104014,10/08/2023,09/15/2025,47660 Rowe Forge Apt. 397, Raleigh,nc,75079, USA,47.329251,-82.645729,HOUSE,5,5.2,8026.5,408.4 sqft,2025.0,,2.0,Y,Y,Oil,Window Unit,6.0,2.24,81.4,1.56 km,21.72,"1,114.09",12,"$61,829.22",58700.16,143.73,No,USD,David Phillips,(822) 606-1400,david.phillips91@gmail.com,,
PROP-102975,MLS-102975,2025-04-12,2026-03-18,044 Owens Ferry Suite 072,Denver,colorado,32860,USA,38.073377,-116.689723,HOUSE,0,1.0,15859.4,2483.2 sqft,,,2.0,Y,True,Gas,Evaporative,10.0,5.18,93.5,0.37 mi,$19.77,12573.29,30,"$635,049.56",665608.48,268.04,false,USD,Mrs. Kimberly Allen,(944) 746-4334,mrs..kimberly.allen52@outlook.com,"Fixer-upper Hse priced to sell, needs TLC but great bones.",
PROP-107261,MLS-107261,"February 03, 2024",,3097 Ortega Lake Suite 906,DENVER,CO,97157,US,40.87559,-100.056864,TOWNHOUSE,1,1.4,14199.2,1219.9 sqft,1998.0,,2.0,False,false,Gas,,6.1,4.0,75.0,4.37 km,124.75,,86,"$180,244.53",,,NO,USD,Angela Thompson,(345) 566-8805,angela.thompson41outlook.com,Charming 1-bed Townhouse in the heart of DENVER. Recently updated kitchen and spacious backyard.,Loved the open floor plan and natural light!!
PROP-104569,MLS-104569,2025-10-01,,6413 Thomas Trafficway Apt. 122,Chicago,illinois,62648,U.S.A,29.808365,-71.486468,HOUSE,3,2.4,3812.6,2087.7 sqft,1977.0,,1.0,N,NO,,,10.0,1.01,97.6,5.09 mi,$6.70,"$10,434.09",7,"612,729.90",,,NO,USD,Shawn Montes,370-921-9035,shawn.montes64@outlook.com,"Cozy House with great potential, located near top-rated schools in Chicago.",
PROP-100875,MLS-100875,2025-10-31,03/05/2026,025 Weeks Keys,Seattle,WA,33451,U.S.A,37.262334,-95.656504,HOUSE,5,5.3,3778.9,1951.1 sqft,1953.0,,0.0,NO,1,,,,0.27,92.8,0.5 km,23.94,"$9,564.81",19,"570,930.20",579824.5,297.18,false,USD,Kathy Villegas,(864) 310-4764,kathy.villegas89@gmail.com,"Luxury HOUSE boasting modern finishes, 5 bedrooms, and a three-car garage.","House needed a lot of repairs, roof was leaking."
PROP-106341,MLS-106341,-,23/06/2026,488 Carl Circles,Nashville,  tn,52552,U.S.A,46.093779,-77.732315,APARTMENT,4,3.3,19137.4,300.0 sqft,1998.0,,2.0,NO,No,,,7.1,29.21,67.5,3.95 mi,149.15,$695.40,34,"68,817.90",65242.06,217.47,NO,USD,Kim Dickerson,874-559-7978,kim.dickerson58@gmail.com,Charming 4-bed Apt in the heart of Nashville. Recently updated kitchen and spacious backyard.,Not worth the asking price tbh.
PROP-100185,MLS-100185,09/21/2025,28/02/2026,  06038 Fields Square,Denver,CO,44934,U.S.A,26.368646,-117.987445,APARTMENT,0,1.0,4556.3,670.2 sqft,2007.0,,2.0,No,No,Wood,Ductless,,3.28,,7.05 km,,"$1,612.87",30,"$101,943.70",103251.4,154.06, No,USD,Yolanda Parsons,715-414-4104,yolanda.parsons18@outlook.com,,Neighborhood is quiet and safe for kids.
PROP-102165,MLS-102165,07-Feb-2026,"April 26, 2026",8472 Green Turnpike,nashville	,tennessee,28028,United States,30.674472,-80.437267,HOUSE,2,2.1,2728.7,1525.6 sqft,2020.0,2043.0,2.0,N,true,Gas,Central AC,6.9,12.99,67.8,3.91 km,$0.00,"$4,365.91",1,237354.91,251324.05,164.74,N,USD,Kevin Reilly,(607) 925-8020,kevin.reilly10@gmail.com,,Agent was very responsive and helpful throughout.
PROP-102469,MLS-102469,05/20/2024,"June 29, 2026",279 Wright Extensions Suite 069,Denvr,CO ,87348,usa,43.851526,-93.69748,HOUSE,3,3.5,14829.9,1216.7 sqft,1928.0,,0.0,No,No,Gas,Window Unit,4.9,16.7,63.9,15.69 km,20.13,"3,467.69",18,"225,748.86",218834.87,179.86,N,USD,Sue Fisher,597-404-8353,sue.fisher18@outlook.com,"Cozy House with great potential, located near top-rated schools in Denvr.","Great location, close to schools and shops."
PROP-101475,MLS-101475,28.06.2026,28/06/2026,504 Don Crest Suite 048,Chcago,il	,99718,United States,42.959227,-70.643689,CONDOMINIUM,3,2.0,3904.8,410.0 sqft,-1990.0,,2.0,1,Y,Electric,,5.3,0.86,76.2,1.72 km,$137.17,"1,495.91",67,TBD,99740.34,243.27,NO,USD,Sàràh Avilà,(693) 944-2359,sarah.avila19@yahoo.com,"  Cozy Condo with great potential, located near top-rated schools in Chcago.  ",
PROP-106400,MLS-106400,01/18/2025,,39619 Gina Passage Apt. 078,boston,MA,38419,usa,48.766878,-86.271736,APARTMENT,0,1.0,3127.9,1183.0 sqft,1928.0,,1.0,N,true,Electric,,2.0,17.06,56.3,1.7 km,$135.80,"3,441.48",72,"242,244.67",,, No,USD,Dr. Kent Castro,944-857-1932,dr..kent.castro94@realty.com,"Cozy apartment with great potential, located near top-rated schools in boston.",Closing process took way longer than promised.
PROP-108327,MLS-108327,16.12.2025,16/06/2026,  3921 Joseph Flat,nashville,TN,81389,usa,30.46754,-110.368372,APARTMENT,0,1.0,1718.2,2065.6 sqft,1979.0,,2.0,No,1,Gas,,10.0,13.97,80.2,9.8 km,$119.92,"8,983.64",2,"$450,951.74",419510.05,203.09,No,USD,Joshua Reyes,(603) 547-7634,joshua.reyes28@yahoo.com,"  Spacious Apt featuring 0 bedrooms and 1.0 bathrooms, close to downtown nashville.  ","House needed a lot of repairs, roof was leaking."
PROP-103936,MLS-103936,01.06.2024,"March 26, 2025",447 Sàntos Ferry,Phoenix,  arizona,67182,usa,28.062042,-115.669585,TOWNHOUSE,5,4.1,2324.8,1522.0 sqft,1974.0,,0.0,N,Yes,Gas,,4.9,16.39,54.9,1.45 mi,$166.03,3096.22,1,"$280,852.20",275675.7,181.13,true,USD,Shelby Fletcher,783.382.abcd,shelby.fletcher9@yahoo.com,"  Spacious Town-house featuring 5 bedrooms and 4.1 bathrooms, close to downtown Phoenix.  ",Not worth the asking price tbh.
PROP-101635,MLS-101635,12/18/2023,"July 12, 2024",3699 Luis Isle Suite 575,Seattle,WA,53731,usa,41.550364,-79.22254,APARTMENT,4,4.3,2701.1,2289.1 sqft,1970.0,,2.0,0,yes ,Electric,,7.7,50.36,55.8,4.47 mi,12.49,"$4,778.40",3,"$463,476.51",414846.66,181.23,N,USD,Kevin Wilson,(416) 660-2821,kevin.wilson61realty.com,,
PROP-107021,MLS-107021,10/08/2025,,623 Williams Orchard Apt. 336,Nashville,  Tennessee,91992,US,40.582947,-123.939912,HOUSE,2,,8645.5,2447.2 sqft,1960.0,,0.0,N,YES,Gas,,6.2,10.38,68.7,2.44 mi,$0.00,"$9,938.40",4,601138.72,,,0,USD,Jessica Stein,809-257-8373,jessica.stein5@gmail.com,Charming 2-bed House in the heart of Nashville. Recently updated kitchen and spacious backyard.,
PROP-107219,MLS-107219,10-Dec-2024,27-Jan-2026,2140 Lisa Knolls,Columbus,Ohio,43995,usa,37.815801,-113.71347,CONDOMINIUM,5,4.2,4836.5,129.2 sqm,1971.0,,2.0,False,true,Gas,,7.1,14.9,67.3,5.89 km,$72.16,"3,885.93",1,"$347,701.23",336151.62,241.64,0,USD,Pamela Nguyen,(603) 231-4364,pamela.nguyen95outlook.com,"Fixer-upper Condo priced to sell, needs TLC but great bones.",Loved the open floor plan and natural light!!
PROP-103655,MLS-103655,2026-07-06,,13305 Becker Prairie,Raleigh,NC,74007,USA,28.56306,-87.637458,HOUSE,3,,5215.2,940.9 sqft,1950.0,1975.0,1.0,NO,Y,Gas,,8.6,0.36,87.7,14.62 km,$0.00,"$2,122.61",10,"$201,785.12",,,N,USD,Brittney Dudley,(806) 574-8061,brittney.dudley7@realty.com,"Luxury House boasting modern finishes, 3 bedrooms, and a three-car garage.","Kitchen appliances were outdated, needs renovation."
PROP-107010,MLS-107010,2024-11-17,2024-12-04,4643 Manning Pines Apt. 674,Raleigh,North Carolina,42985, USA,27.326445,-98.290911,HOUSE,4,3.3,10252.5,500.9 sqft,1980.0,,2.0, No,0,Electric,,8.0,14.4,76.6,2.14 km,22.26,"$1,458.34",25,"84,542.57",84204.04,168.11,False,USD,Larry Hunter,(389) 282-2601,larry.hunter57@realty.com,"Fixer-upper House priced to sell, needs TLC but great bones.","Kitchen appliances were outdated, needs renovation."
PROP-104414,MLS-104414,23-Jun-2026,"June 28, 2026",8550 James Gateway,Sacramento,California,47992,U.S.A,28.573085,-81.493818,APARTMENT,6,4.9,2678.4,1790.8 sqft,1975.0,,3.0,N,false,Electric,Window Unit,6.5,6.52,66.5,1.5 km,$197.19,"$4,030.30",16,"$382,768.27",370047.45,206.64,true,USD,Caleb Kirk,CALL-ME-6060,caleb.kirk74@yahoo.com,"  Fixer-upper Apartment priced to selll, needs TLC but great bones.  ",Overpriced for the condition it was in...
PROP-103413,MLS-103413,2023-10-05,,25383 Shields Corners Apt. 657, Orlando,FL,34629,usa,38.03049,-103.219204,HOUSE,6,4.1,6409.3,99.6 sqm,1983.0,,3.0,0,NO,Geothermal,,5.0,19.69,62.1,1.85 km,$25.18,$953.59,64,"$55,081.73",,,false,USD,Elaine Wilkerson,(663) 777-7461,elaine.wilkerson72@yahoo.com,"Fixer-upper House priced to sell, needs TLC but great bones.","Beautiful backyard, perfect for entertaining guests."
PROP-103869,MLS-103869,09-Sep-2023,11/02/2025,52793 Scott Groves Suite 190,  phoenix,Arizona,76793,USA,,-110.376982,APARTMENT,1,1.0,4667.6,2069.3 sqft,1950.0,,1.0,No,True,Electric,,5.3,39.97,57.5,3.43 km,$252.28,"$5,221.02",32,"410,495.30",430491.21,208.04,False,USD,Beverly Spencer,488-312-3202,beverly.spencer33@realty.com,"Luxury Apt. boasting modern finishes, 1 bedrooms, and a three-car garage.",Amazing view of the mountains from the master bedroom.
PROP-102574,MLS-102574,03/30/2024,2026-06-14,7321 Nicholas Valley,Orlando,fl,58288,Usa,34.226428,-73.399361,CONDOMINIUM,3,3.7,7543.4,76.3 sqm,1988.0,,1.0,N,NO,Electric,,6.9,17.07,78.5,14.15 km,351.18,1942.97,8,"$218,739.29",214117.91,260.86,0,USD,,(482) 911-3926,holly.preston20@gmail.com,Charming 3-bed CONDO in the heart of Orlando. Recently updated kitchen and spacious backyard.,Loved the open floor plan and natural light!!
PROP-102500,MLS-102500,18.06.2026,,03734 Gordon Lane Suite 670,Atlanta,GA,58277,USA,44.872882,-115.004792,HOUSE,1,1.0,2392.0,2909.5 sqft,2002.0,,2.0,N,true,Gas,Central AC,8.2,43.79,56.9,19.93 mi,$0.00,"2,964.71",17,"$181,759.52",,,true,USD,Jennifer Woods,(882) 540-7517,jennifer.woods43@realty.com,"Cozy House with great potential, located near top-rated schools in Atlanta.",
PROP-104558,MLS-104558,05.02.2026,06/05/2026,4519 Jennifer Vista Suite 002,Atlanta 	,GA,26891,U.S.A,42.117337,-85.998629,HOUSE,3,2.9,21173.0,1987.9 sqft,1993.0,,2.0,0,false,Solar,Ductless,7.7,2.4,87.8,1.31 km,$35.13,"$10,618.61",52,"$638,906.80",603882.66,303.78,No,USD,Donald Macdonald,(566) 690-7353,donald.macdonald95@realty.com,"Spacious Hse featuring 3 bedrooms and 2.9 bathrooms, cllose to downtown Atlanta .",
PROP-107079,MLS-107079,12/03/2025,,7113 Vanessa Curve Apt. 428,Columbus,oh,46376,United States,43.008491,-107.300889,HOUSE,0,1.0,3089.7,681.9 sqft,2001.0,,3.0,false,Yes,,,7.7,8.33,76.8,0.48 mi,$30.12,"$1,132.84",27,"89,461.07",,,0,USD,Craig Riggs,(229) 374-9507,craig.riggs24@outlook.com,,Agent was very responsive and helpful throughout.
PROP-104645,MLS-104645,27.02.2026,2026-06-25,758 Brown Isle Suite 227,Na ashville,Tennessee ,42516,U.S.A,,-96.841962,HOUSE,3,1.3,10594.0,2084.1 sqft,1999.0,,2.0,0,false,,Central AC,5.6,12.37,63.6,1.44 mi,$19.96,2894.95,54,341247.42,327600.29,157.19, No,USD,Wayne Sherman,(970) 586-5900,wayne.sherman50@realty.com,"Spacious House featuring 3 bedrooms and 1.3 bathrooms, close to downtown Na ashville.",Traffic noise was worse than expected.
PROP-100647,MLS-100647,28.02.2025,10/01/2026,463 Kimberly Plaza,Atla anta a,Georgià,69475,Usa,36.100816,,HOUSE,3,2.1,4543.1,2725.5 sqft,2010.0,,1.0,0,N,Electric,,6.7,6.28,68.0,4.34 km,$19.65,"$10,288.21",8,"$544,237.41",544041.53,199.61,true,USD,Paul Hanson,319.405.abcd,paul.hanson69@yahoo.com,"Spacious House featuring 3 bedrooms and 2.1 bathrooms, close to downtown Atla anta a.",
PROP-109416,MLS-109416,2026-06-25,,0629 Heather Ways,Miami,  FL,20984, USA,45.518712,-80.94404,CONDOMINIUM,3,3.5,5732.0,1025.9 sqft,1994.0,,1.0,N,Yes,Wood,Ductless,2.9,8.28,47.5,5.67 km,56.21,4706.0,6,233147.26,,,NO,USD,Austin Reed,(818) 269-4927,austin.reed29@gmail.com,"Spacious Condominium featuring 3 bedrooms and 3.5 bathrooms, close to downtown Miami.",Amazing view of the mountains from the master bedroom.
PROP-108108,MLS-108108,"January 29, 2026","April 15, 2026",10745 Proctor Highway, Sacramento,california,11133,usa,42.933922,-103.696025,CONDOMINIUM,4,3.5,7660.5,1120.1 sqft,1992.0,,4.0,false,False,Gas,,5.7,9.61,64.0,2.65 mi,88.82,"$4,063.00",15,"$242,662.67",257563.14,229.95,NO,USD,Kimberly Burns,(398) 530-5580,kimberly.burns5@gmail.com,"Cozy condo with great potential, located near top-rated schools in  Sacramento.","Great location, close to schools and shops."
PROP-107584,MLS-107584,02/02/2026,04/02/2026,5205 Garcia Mountain,Dallas,Texas,90285,usa,26.592025,-116.05444,HOUSE,0,1.0,5541.3,2870.9 sqft,2099.0,,1.0,false,0,Gas,,2.1,3.35,59.1,26.42 km,45.61,"$9,359.49",10,"$613,659.20",607441.83,211.59,0,USD,Christine Wilson	,792-520-8071,christine.wilson44@yahoo.com,"Cozy House with great potential, located near top-rated schools in Dallaas.",Not worth the asking price tbh.
PROP-102295,MLS-102295,28-Apr-2026,2026-05-15,905 Johnathan Overpass Apt. 722,Nashville,tn,67126,US,44.090905,-98.471769,HOUSE,4,3.4,3966.8,1784.9 sqft,2023.0,,1.0,0,NO,Solar,,5.7,8.2,71.6,3.93 mi,$8.05,"$4,555.62",-24,"$426,915.81",407358.09,228.22,False,USD,David Valencia,493.711.abcd,david.valencia51@yahoo.com,"  Spacious House featuring -4 bedrooms and 3.4 bathrooms, close to downtown Nashville.  ","Kitchen appliances were outdated, needs renovation."
PROP-103038,MLS-103038,01/04/2026,27/04/2026,744 Hudson Glen,SEATTLE,WA,66207,US,25.681384,-79.218683,HOUSE,4,2.4,7054.4,1397.9 sqft,1973.0,,1.0,NO,false,Electric,,3.0,0.3,67.7,2.4 mi,$19.41,"$3,150.03",9,"$218,484.69",202234.6,144.67, No,USD,Jonathan Morgan,(969) 528-5954,jonathan.morgan1@outlook.com,"Fixer-upper House priced to sell, needs TLC but great boness.","Great location, close to schools and shops."
PROP-108883,MLS-108883,18/05/2026,20.05.2026,2541 Teresa Extensions,denver,Colorado,73830,USA,39.139349,-101.376376,HOUSE,0,1.0,9838.0,1138.6 sqft,1960.0,,2.0,Yes,yes ,Geothermal,,4.3,18.51,49.6,2.16 km,$3.53,"$5,947.81",2,"$307,424.09",300475.39,263.9,N,USD,Eric Coleman,(341) 569-4013,eric.coleman3@gmail.com,"Spacious Hse featuring 0 bedrooms and 1.0 bathrooms, close to downtown denver.",
PROP-101463,MLS-101463,2026-06-14,,1755 William Mill Apt. 179,Atlanta,ga,29086,Usa,48.027846,-105.832665,HOUSE,3,3.8,3583.2,2988.6 sqft,1993.0,,3.0,N,yes ,Gas,Evaporative,4.9,3.49,58.2,8.28 km,$0.00,7120.84,93,"$577,659.39",,,False,USD,Lindsey White,(799) 522-9559,lindsey.white16@gmail.com,Charming 3-bed Hse in the heart of Atlanta. Recently updated kitchen and spacious backyard.,"gooood house, will recomend!!"
PROP-105677,MLS-105677,03/14/2024,2025-01-13,1432 Rosario Summit,  DENVER,CO,97230,Usa,35.037893,-106.376562,APARTMENT,3,1.5,5883.3,1168.4 sqft,1953.0,,0.0,false,1,Gas,Central AC,3.7,10.89,58.0,1.29 mi,$145.74,"$2,604.77",15,"$150,210.03",136867.86,117.14,NO,USD,Laura Hebert,862-476-9479,laura.hebert61@realty.com,"Fixer-upper Apt priced to sell, needs TLC but great bones.",
PROP-108735,MLS-108735,2024-01-05,2024-12-01,940 Kathleen Springs, Phoenix,AZ,26518,USA,32.788507,,APARTMENT,1,1.0,2473.6,176.2 sqm,2001.0,,2.0,N,0,Geothermal,,5.9,49.11,41.9,3.9 km,$72.64,Unknown,55,355260.3,346420.13,182.62,False,USD,Christopher Crawford,(873) 875-3312,christopher.crawford63@gmail.com,"Cozy APARTMENT with ggreat potential, located near top-rated schools in  Phoenix.",Traffic noise was worse than expected.
PROP-102758,MLS-102758,10.01.2026,,35420 Johnson Port Suite 307,Dallas,TX,89876,USA,,-115.709962,TOWNHOUSE,3,1.5,2769.3,1261.5 sqft,1985.0,2006.0,2.0,NO,Yes,Gas,,7.5,14.15,68.7,7.77 mi,13.38,"3,074.40",121,330919.0,,,false,USD,Martha Myers,(352) 499-7486,martha.myers36@outlook.com,"Fixer-upper Townhouse priced to sell, needs TLC but great bones.",
PROP-108068,MLS-108068,12/02/2025,12/04/2026,9383 Raymond Falls Suite 038,Denver ,colorado,81953,Usa,48.431331,,CONDOMINIUM,3,1.1,7858.4,2522.3 sqft,1987.0,,2.0, No,Yes,Gas,,9.7,24.87,78.0,1.86 km,$111.22,"$7,787.26",14,387566.32,357966.86,141.92, No,USD,Mark Lang,(922) 710-6431,mark.lang35@gmail.com,"Cozy CONDO with great potential, locatedd near top-rated schools in Denver .",Traffic noise was worse than expected.
PROP-106141,MLS-106141,01/30/2026,,24653 Tommy Turnpike,Sacramento,California,28251,U.S.A,36.862726,-77.085201,TOWNHOUSE,4,4.2,3044.3,2720.3 sqft,1967.0,,2.0,true,YES,Oil,Window Unit,8.4,49.64,54.8,2.58 km,55.03,"8,468.26",14,"$698,181.31",,,NO,USD,Julie Shaw ,CALL-ME-7146,julie.shaw39@realty.com,,
PROP-107772,MLS-107772,24/06/2025,14/12/2025,478 Jones Ways Suite 729,  Austin,texas,67259,USA,25.663899,-75.393814,HOUSE,6,5.4,3444.5,1383.6 sqft,1964.0,,2.0,Y,N,Oil,Evaporative,3.1,11.1,59.7,0.35 km,15.54,"$2,931.36",74,"$280,724.63",261917.49,189.3,False,USD,Joseph Haynes,(804) 889-9619,joseph.haynes5outlook.com,,Not worth the asking price tbh.
PROP-105584,MLS-105584,"July 05, 2026",07/05/2026,27147 Christopher Island	,Portland,oregon,85754,US,43.291223,-83.134242,CONDOMINIUM,4,3.7,12205.1,1660.1 sqft,1998.0,2001.0,1.0,false,YES,Electric,,7.1,3.07,77.2,10.07 km,$108.24,"$10,474.42",24,477438.91,477864.0,287.85,NO,USD,,(575) 865-2767,anthony.russell81@realty.com,"Cozy Condo with great potential, llocated near top-rated schools in Portland.",
PROP-107559,MLS-107559,24/10/2024,16-Apr-2025,3423 Courtney Mission,Boston,MA,39132, USA,26.071982,-107.979139,HOUSE,4,3.9,6122.7,2923.4 sqft,1977.0,,2.0,NO,False,Gas,,6.7,8.95,74.2,6.51 km,$14.09,"$6,908.18",22,"512,420.64",549420.36,187.94,No,USD,Ryan Bowers,(388) 443-3573,ryan.bowers76@outlook.com,Charming 4-bed House in the heart of Boston. Recently updated kitchen and spacious backyard.,
PROP-105778,MLS-105778,15/02/2025,2025-10-12,01848 Howard Hill Apt. 356,Boston,Massachusetts,41526,Usa,48.289858,-120.543959,TOWNHOUSE,2,1.4,3888.7,1777.0 sqft,2013.0,,2.0,No, No,Gas,,5.4,33.81,55.7,1.03 mi,96.85,"$6,430.49",21,425627.46,425764.84,239.6, No,USD,Marilyn Miller,495-975-5495,marilyn.miller48realty.com,"Luxury Townhouse boasting modern finishes, 2 bedrooms, and a three-car garage.","Kitchen appliances were outdated, needs renovation."
PROP-104066,MLS-104066,"February 10, 2026",,448 Stokes Crossing Suite 442,Seatle,washington,85963,USA,44.888534,-75.009084,TOWNHOUSE,4,3.5,3835.0,1758.2 sqft,2001.0,,3.0,false,No,Electric,,7.1,10.96,77.8,13.98 km,82.78,4192.63,22,"450,463.47",,,No,USD,Tiffany Perez,(517) 325-5209,tiffany.perez92@outlook.com,,Agent was very responsive and helpful throughout.
PROP-109371,MLS-109371,08.07.2026,07/08/2026,87594 Booker Land Apt. 313,Seattle,wa,66762, USA,38.755511,-85.544026,HOUSE,1,1.9,6012.5,163.8 sqm,2099.0,,2.0,No,Y,Gas,Central AC,5.3,13.72,62.6,20.33 km,$26.43,"$4,351.17",59,292114.7,294069.95,166.74,Yes,USD,Jane Henderson,(379) 858-8439,jane.henderson98yahoo.com,"Fixer-upper House priced to sell, needs TLC but great bones.",Traffic noise was worse than expected.
PROP-102908,MLS-102908,10.03.2026,"March 21, 2026",14696 Michelle Freeway Suite 077,  atlanta,Georgia,67307,Usa,25.78206,-94.957532,CONDOMINIUM,5,3.2,5089.0,1629.5 sqft,2000.0,,,False,YES,Gas,Window Unit,7.2,5.35,77.4,1.87 km,$4.45,"$3,269.10",10,"$316,956.89",333569.41,204.71,False,USD,Keith Clay,(673) 457-5048,keith.clay80@realty.com,,"Kitchen appliances were outdated, needs renovation."
PROP-108418,MLS-108418,07/05/2024,,686 Thomas Street Apt. 213,Da alla as ,texas,79327,U.S.A,35.13174,-67.581537,CONDOMINIUM,4,3.1,5607.3,1778.2 sqft,1971.0,,2.0,NO,yes ,Oil,,6.8,14.88,61.2,2.68 km,$102.89,"5,397.91",1,"$401,566.71",,,false,USD,Jared Smith,CALL-ME-2363,jared.smith_at_outlook.com,"Cozy Condo with great potential, located near top-rated schools in Da alla as.","gooood house, will recomend!!"
PROP-107633,MLS-107633,27/04/2024,08/03/2026,54364 Delgado Harbors,Portland,Oregon,28988,US,42.239717,-83.440484,APARTMENT,2,1.0,3213.6,2262.2 sqft,1986.0,,2.0,0,0,Wood,,4.6,15.14,62.8,9.45 km,53.15,"$11,777.16",56,"$589,431.15",575068.18,254.21,false,USD,Mark Coleman,(374) 609-7980,mark.coleman_at_realty.com,"Spacious Apartment featuring 2 bedrooms and 1.0 bathrooms, close to downtown Portland.",Neighborhood is quiet and safe for kids.
PROP-108745,MLS-108745,25.09.2023,,2320 William Parks Apt. 758 , Charlotte,North Carolina	,83331,US,42.993194,-72.330776,APARTMENT,4,4.5,5632.0,1573.5 sqft,2025.0,,1.0,False,false,Solar,,6.0,6.0,73.4,1.45 km,55.57,"$4,934.07",2,"$480,697.62",,,0,USD,Betty Bradley,(216) 515-3522,betty.bradley8@outlook.com,"Spacious Apartment featuring 4 bedrooms and 4.5 bathrooms, close to downtown  Charlotte.",
PROP-102932,MLS-102932,2024-12-24,"June 25, 2026",4069 Pamela Gateway Suite 673,Sa acra amento,CA,75235,USA,32.894535,-88.783655,TOWNHOUSE,3,2.3,4028.7,1269.9 sqft,2001.0,,1.0, No,Yes,Electric,,10.0,2.89,91.5,1.88 km,276.97,"$5,803.50",7,316659.2,294962.66,232.27, No,USD,  Amanda Gomez,906-962-5026,amanda.gomez89@gmail.com,,Neighborhood is quiet and safe for kids.
